CustomerID,Recency,Frequency,Monetary,Cluster,TSNE-1,TSNE-2,TSNE-3
12409.0,78,3,11072.67,0,14.043666,-0.59956604,1.0037711
12410.0,308,2,693.3299999999999,1,2.956937,17.756105,6.926995
12412.0,74,3,1226.88,0,-1.2262672,-5.063159,9.814402
12413.0,66,3,758.1,0,-1.1048234,-6.9891586,11.350048
12414.0,216,3,562.41,1,3.248998,11.472468,-2.3086035
12415.0,23,21,124914.53,2,19.49238,1.3774285,-5.899753
12417.0,2,9,3649.1,0,17.535263,6.8119183,6.433127
12418.0,112,1,668.58,0,-16.7271,5.81809,4.025266
12420.0,63,1,600.39,0,-19.11339,-1.9502624,-7.540765
12421.0,15,4,807.04,0,11.62096,-6.932349,-8.426157
12422.0,95,3,803.5600000000001,0,-2.2335546,-0.71580046,9.299621
12423.0,0,8,1859.31,0,18.410013,5.109998,10.881193
12424.0,162,2,1760.96,1,-3.4901621,4.106197,-1.7459682
12425.0,77,1,777.2,0,-19.439756,-3.8276222,-0.39968166
12426.0,194,1,582.73,1,0.5598753,9.037616,-13.33836
12427.0,21,3,825.8,0,-2.1655388,-19.91463,4.3338013
12428.0,25,9,7956.46,0,15.797553,3.4854515,2.3378825
12429.0,8,4,3750.4,0,14.605484,-6.677714,-0.55371016
12430.0,42,1,256.4,0,-9.580146,-1.4986832,-17.393446
12431.0,35,15,6487.45,3,12.468026,6.7738605,-2.2035806
12432.0,42,5,5059.32,0,12.927699,-3.5061216,2.3439984
12433.0,0,7,13375.87,0,15.553806,1.5234234,0.17123656
12434.0,84,2,806.14,0,-10.5100355,-3.9792898,10.727237
12435.0,79,2,7829.89,0,13.485343,-1.2321304,1.1630564
12436.0,99,1,509.01,0,-18.913025,2.2804513,5.32988
12437.0,1,18,4951.41,3,12.435074,8.175782,-5.9097185
12438.0,13,2,2906.85,0,1.455703,-15.343664,-0.47808668
12441.0,366,1,173.55,1,-11.066148,13.110669,23.224989
12442.0,2,1,172.06,0,-6.9569597,-22.915068,-6.026307
12444.0,20,5,5005.46,0,14.446137,-5.3827925,1.7373161
12445.0,21,1,133.4,0,-9.911165,-15.27342,-16.77404
12446.0,57,1,1002.3100000000001,0,-16.492985,-0.6574127,-11.063748
12447.0,242,1,476.49,1,-5.4269934,21.233568,-6.801957
12448.0,43,1,449.45,0,-10.630388,-1.4305964,-15.933441
12449.0,21,4,4067.29,0,13.625001,-5.8899355,-0.18177697
12450.0,155,2,197.88,1,-6.27331,5.3618674,-1.4222416
12451.0,10,5,9035.52,0,15.993992,0.70215666,1.7445607
12452.0,16,2,430.57,0,2.9886777,-12.6137085,-10.318474
12453.0,133,1,707.09,0,-13.473741,7.789059,-1.1169912
12454.0,55,1,3528.34,0,-2.5833175,-8.2282095,5.604378
12455.0,72,6,2466.86,0,7.212132,0.13551545,6.156972
12456.0,43,3,3181.04,0,-1.467241,-9.565217,6.5805287
12457.0,65,7,2363.23,0,8.50955,1.6112443,6.1323023
12458.0,70,2,947.4,0,-10.461285,-8.183288,9.442926
12461.0,93,2,826.88,0,-9.660435,-1.5353513,10.215335
12462.0,18,2,1189.59,0,2.3454065,-13.499964,-6.1697073
12463.0,52,4,1344.78,0,5.049425,-4.717795,-0.0344213
12464.0,9,8,1212.05,0,16.975418,4.9272847,11.574879
12465.0,16,2,742.1899999999999,0,2.8659852,-13.229156,-8.015357
12468.0,187,2,729.5400000000001,1,-0.21619599,8.16726,-5.743414
12471.0,1,30,19824.05,3,16.37751,2.2722993,-8.303157
12472.0,31,7,6572.11,0,15.786754,1.9346519,2.9729462
12473.0,28,5,3938.5499999999997,0,12.55478,-5.385866,3.500255
12474.0,16,18,7375.79,3,12.664363,6.296785,-5.5366626
12475.0,53,1,723.38,0,-15.81067,-0.13777798,-12.482954
12476.0,15,11,6816.42,0,15.702682,5.6185412,1.6209617
12477.0,22,6,13219.74,0,15.408503,1.149274,0.5173562
12478.0,3,1,680.99,0,-5.8577123,-21.891655,-7.361939
12479.0,10,1,527.2,0,-8.399715,-19.211185,-9.509804
12480.0,27,4,3281.63,0,12.216924,-6.1099033,-1.2368596
12481.0,22,10,5596.32,0,15.472784,5.781096,2.9023395
12483.0,16,8,2484.98,0,15.90271,4.033284,9.3177185
12484.0,32,6,4541.72,0,14.300066,-3.1203482,5.1480246
12488.0,9,3,1298.66,0,1.8688669,-20.10155,1.3065184
12489.0,335,1,334.93,1,7.2338524,22.061586,5.518258
12490.0,4,10,5417.93,0,16.640928,5.9540453,3.3804631
12491.0,38,1,460.40000000000003,0,-6.8295574,-3.6935196,-17.322557
12492.0,62,2,263.21000000000004,0,-12.45173,-10.477089,6.338378
12493.0,165,2,433.74,1,-4.1584578,5.430506,-3.3541844
12494.0,15,7,1246.1000000000001,0,15.975047,-0.2810641,12.210714
12497.0,81,1,1043.1,0,-18.968416,-2.949147,0.63754547
12498.0,20,3,403.70000000000005,0,-1.569794,-21.264534,5.6707463
12500.0,22,11,4257.82,0,14.415849,7.6892443,2.929313
12501.0,336,1,2169.39,1,7.8831453,20.28602,5.158513
12502.0,95,5,3723.87,0,5.187456,0.8297193,4.150187
12504.0,17,2,482.04999999999995,0,2.5992594,-12.248862,-9.643636
12506.0,232,1,73.5,1,-3.403484,20.388268,-10.775583
12507.0,133,3,1304.81,0,-2.8825817,4.2625904,4.4703116
12508.0,25,2,398.27,0,-1.7158412,-9.504816,-7.3891535
12509.0,283,1,176.5,1,-4.37656,14.550591,9.932532
12510.0,142,2,982.5699999999999,0,-6.537434,4.116323,1.3619359
12512.0,65,2,138.03,0,-12.975798,-9.973109,7.314548
12513.0,112,1,612.29,0,-16.83865,5.8454123,3.9949393
12514.0,266,1,1017.68,1,-6.5775723,19.018116,2.3232698
12515.0,352,1,383.7,1,-10.206005,17.874844,26.844812
12516.0,77,2,1312.06,0,-9.765673,-6.18172,10.33016
12517.0,27,5,2502.84,0,11.237899,-6.991867,4.410359
12518.0,0,5,2056.89,0,15.810032,-11.818483,2.381945
12519.0,63,1,340.84,0,-20.604214,-1.45774,-7.592064
12520.0,78,5,2634.26,0,5.5248556,-0.9200489,4.9153223
12521.0,142,1,599.68,1,-12.375793,8.00804,-4.1690497
12522.0,38,2,192.72,0,-7.788336,-9.616159,-3.209895
12523.0,18,11,1789.77,0,12.836309,9.618665,4.544747
12524.0,8,8,4485.72,0,17.596468,3.584135,6.2345185
12526.0,0,3,1316.66,0,4.358986,-19.563215,0.6359103
12527.0,81,3,348.71000000000004,0,-1.6672374,-3.3173275,11.268415
12528.0,8,6,1933.48,0,18.34502,-6.1119027,7.251896
12530.0,59,4,1662.28,0,4.7332063,-4.3295894,1.3310297
12531.0,14,1,125.22,0,-11.428115,-18.680685,-11.672896
12532.0,29,1,349.83000000000004,0,-5.710828,-9.407803,-17.828962
12534.0,130,1,1089.18,0,-13.11317,7.3137245,-0.31251773
12535.0,91,2,716.35,0,-10.098006,-1.8975093,10.386063
12536.0,42,3,12601.830000000002,0,15.085095,0.36174145,0.7175582
12538.0,28,1,363.95,0,-5.7472625,-9.9217,-17.578913
12539.0,21,4,5568.35,0,14.064261,-4.678839,0.9771978
12540.0,19,17,13400.24,3,14.525224,3.8422885,-4.81595
12541.0,29,3,981.18,0,-2.359566,-16.215788,5.8781996
12544.0,35,1,372.7,0,-6.1662807,-5.2487082,-18.324207
12545.0,74,2,1000.39,0,-10.328367,-6.995567,10.130741
12546.0,46,2,1161.5,0,-7.2795825,-10.4521675,1.7505115
12547.0,197,2,207.79999999999998,1,1.8335502,9.302606,-5.769624
12548.0,165,1,95.19999999999999,1,-8.753534,7.0429845,-9.698487
12550.0,78,1,964.83,0,-19.190973,-3.4678397,-0.21725342
12551.0,357,1,168.0,1,-9.854544,16.66424,26.47893
12552.0,38,2,437.82,0,-7.206629,-9.757717,-2.6200511
12553.0,7,10,3692.28,0,16.222307,8.355529,4.9361134
12556.0,49,2,603.71,0,-9.661369,-10.769048,1.6429138
12557.0,15,5,11990.960000000001,0,15.453568,0.9163539,0.6721321
12558.0,7,1,269.96,0,-8.304615,-21.01281,-7.6747346
12559.0,310,2,561.71,1,3.1671154,17.898054,6.9257455
12560.0,4,3,2134.01,0,2.791619,-18.093992,0.5256126
12561.0,302,1,238.85,1,2.2388709,15.167338,11.951347
12562.0,7,7,3781.7400000000002,0,18.003283,0.23857099,6.6701984
12564.0,260,1,456.9,1,-8.230753,20.248184,0.8095048
12565.0,288,1,145.92,1,-2.6530735,14.172036,11.368308
12566.0,85,1,351.65,0,-20.122755,-2.4182115,3.5329561
12567.0,22,10,9401.28,0,15.457083,3.6769853,-0.12735273
12569.0,1,32,4124.69,3,16.469826,4.2655773,-10.267895
12571.0,39,2,519.61,0,-7.23388,-9.89025,-2.0569239
12572.0,8,2,1020.42,0,5.247718,-17.315182,-7.060601
12573.0,226,1,160.54000000000002,1,-1.3384058,19.123877,-11.526285
12574.0,315,1,218.45,1,7.0648227,18.416725,10.649755
12576.0,35,5,1315.83,0,8.897364,-7.8494196,6.706656
12577.0,34,3,657.8,0,-2.033808,-15.637299,8.401004
12578.0,20,2,2794.51,0,1.1509566,-15.033624,-0.38609672
12579.0,77,1,440.42,0,-20.651163,-5.046754,0.33783388
12580.0,246,1,415.7,1,-6.472628,21.419441,-5.096648
12581.0,39,1,197.71,0,-7.8333797,-3.0113795,-18.659687
12582.0,238,2,511.36,1,0.6547127,16.259674,-2.7700157
12583.0,2,15,7281.38,3,14.2518635,6.3735943,-2.764053
12584.0,3,9,2338.15,0,16.926281,8.179394,8.425241
12585.0,233,2,2040.1,1,0.61306375,14.836112,-4.7077236
12586.0,16,1,196.94000000000003,0,-11.112531,-17.863173,-12.899003
12587.0,7,1,144.0,0,-8.630305,-21.24348,-7.404165
12588.0,38,1,214.89999999999998,0,-7.5072207,-3.4317455,-18.805607
12589.0,28,2,646.68,0,-2.4011593,-10.059849,-5.031028
12590.0,210,2,9864.26,1,0.13328682,14.202654,-6.367037
12591.0,316,1,452.84999999999997,1,6.962677,18.208736,9.978672
12592.0,91,2,437.6,0,-10.759974,-1.68641,10.356693
12593.0,108,3,418.09999999999997,0,-3.0310047,1.9741098,8.69736
12594.0,37,10,3338.2200000000003,0,12.06149,6.7785325,5.794892
12596.0,50,2,618.27,0,-9.678222,-10.7851715,1.8801966
12597.0,18,4,3811.22,0,13.711253,-6.0477796,-0.31611428
12598.0,9,8,3023.08,0,17.61503,4.147985,8.430501
12599.0,28,7,1032.58,0,13.4509945,0.026732089,11.465788
12600.0,28,10,2599.04,0,12.419891,7.7260857,6.2407417
12601.0,189,5,577.0600000000001,1,2.9094222,8.039539,0.38068494
12602.0,58,1,153.12,0,-20.088463,1.6488366,-11.359474
12603.0,21,1,739.1999999999999,0,-7.03726,-14.851529,-14.04132
12604.0,78,2,254.18,0,-12.347436,-5.3563147,10.686366
12607.0,59,1,1579.51,0,-15.967396,-1.4398992,-10.090294
12609.0,77,3,1126.85,0,-1.3114214,-4.416101,9.897652
12610.0,22,5,2099.54,0,11.378178,-8.484471,4.3731556
12611.0,51,1,1193.32,0,-15.261303,-0.89186895,-11.868134
12612.0,73,1,704.0400000000001,0,-19.750332,-4.206226,-1.9702282
12613.0,56,5,3344.38,0,8.669032,-2.3058014,4.661383
12614.0,277,1,315.6,1,-5.916991,15.792505,7.342229
12615.0,1,4,2291.19,0,15.9157505,-8.063009,-2.976305
12616.0,94,2,713.3,0,-9.861218,-1.241075,10.108609
12617.0,28,1,355.53,0,-5.7655416,-9.941613,-17.627567
12618.0,21,1,177.31,0,-9.799504,-15.280792,-16.637785
12619.0,15,9,3641.24,0,17.024557,6.3027077,6.0482063
12620.0,14,3,1339.41,0,0.19813548,-19.65418,1.8038507
12621.0,1,20,13689.67,3,14.499733,3.6692185,-6.120116
12622.0,231,1,180.1,1,-3.0246124,20.18063,-10.688243
12623.0,275,1,305.1,1,-6.4010854,16.254229,6.7896667
12624.0,105,2,641.13,0,-9.465074,1.1585108,8.040282
12625.0,211,2,2683.82,1,0.8595598,13.3695755,-6.6069036
12626.0,22,9,6620.48,0,16.085375,3.750539,2.8125474
12627.0,10,7,4478.53,0,17.56776,0.58441323,5.4714956
12628.0,3,3,786.46,0,4.7001405,-21.192873,1.2457366
12630.0,9,2,1270.88,0,5.0682507,-17.41354,-6.2425313
12631.0,56,1,640.5,0,-17.427172,0.063719556,-11.283835
12633.0,58,4,2163.98,0,5.331755,-4.1168203,1.9418206
12635.0,89,2,1689.18,0,-8.492298,-2.5934417,10.165084
12637.0,66,8,6021.9,0,10.587637,1.3995172,3.9496024
12638.0,32,1,671.69,0,-5.412891,-7.4108267,-16.80262
12639.0,238,1,486.1,1,-4.4569325,20.912367,-8.084257
12640.0,23,3,1174.58,0,-2.1626296,-17.841145,3.390346
12641.0,114,1,185.9,0,-17.518864,6.454157,3.2772653
12642.0,24,3,1013.26,0,-2.5247684,-17.937904,4.428972
12643.0,127,6,3344.64,0,2.6551452,4.1429577,4.218518
12644.0,129,1,477.91,0,-14.529837,7.919198,-0.22035432
12645.0,33,4,1775.18,0,8.678843,-5.378826,-2.539333
12646.0,4,2,1346.97,0,5.7755876,-18.55659,-5.902514
12647.0,21,12,3722.82,0,13.1817465,8.590295,1.7338388
12648.0,154,1,318.05,1,-10.929801,7.7607675,-7.2078047
12649.0,106,3,623.51,0,-2.9221778,1.6106094,8.742818
12650.0,2,1,314.44,0,-6.471683,-22.661652,-6.405043
12651.0,334,1,114.0,1,7.1861515,22.436226,5.9097238
12652.0,330,1,919.98,1,7.8984356,20.660313,5.656347
12653.0,148,2,2209.85,1,-4.375224,3.7153273,0.36632288
12654.0,10,5,601.98,0,12.49543,-13.5553255,5.2827353
12656.0,16,5,4051.17,0,14.814468,-6.3428025,1.5996958
12657.0,10,4,1643.18,0,14.126204,-7.5188403,-4.8459883
12658.0,18,1,686.05,0,-8.1324835,-16.120642,-13.291996
12659.0,29,1,91.68,0,-6.4399533,-9.75128,-19.83643
12660.0,10,1,245.1,0,-9.350486,-19.971853,-8.687614
12662.0,0,11,3849.78,0,15.8424,9.558661,2.8680582
12664.0,7,9,4881.88,0,17.141596,5.5482736,4.7113357
12665.0,324,1,63.0,1,8.0910015,20.64461,8.563698
12667.0,57,1,620.13,0,-17.62105,0.049975216,-11.100428
12668.0,11,4,3807.15,0,14.361356,-6.46184,-0.4442632
12669.0,150,3,2744.0299999999997,1,-1.9119233,3.7909496,2.34502
12670.0,9,5,2996.05,0,15.2367115,-9.250009,1.9184482
12672.0,329,1,225.89999999999998,1,7.725185,21.612871,6.9286585
12673.0,4,2,610.52,0,7.245313,-19.594578,-8.376014
12674.0,38,4,1970.6,0,8.154332,-5.115826,-1.4938413
12676.0,24,6,1331.39,0,14.711071,-6.174837,9.506731
12678.0,41,12,17628.46,3,15.717724,2.6385615,-2.9425802
12679.0,58,4,1113.02,0,3.9006,-4.3923097,0.5757825
12680.0,0,4,862.81,0,17.174751,-9.410532,-7.4439487
12681.0,14,22,13787.54,3,14.630654,3.5881245,-6.729302
12682.0,3,31,12288.22,3,16.290585,3.1093698,-9.292285
12683.0,3,15,8476.57,3,14.288429,5.6534686,-2.8699336
12684.0,7,7,2283.63,0,18.106686,-0.28661898,9.907862
12685.0,27,6,2863.08,0,14.260605,-4.1914725,6.760273
12686.0,371,1,89.14,1,-13.619459,13.101121,19.037127
12688.0,113,1,4873.8099999999995,0,-2.667725,-3.507267,5.184286
12689.0,25,2,1247.61,0,-0.77333283,-11.604914,-3.9176857
12690.0,205,1,389.01,1,1.7604614,12.13339,-12.568712
12691.0,27,6,1035.8,0,14.156458,-6.0409226,9.79474
12693.0,126,4,855.91,0,-0.20376185,4.069971,5.5359325
12694.0,69,2,869.67,0,-10.6352625,-8.453632,9.251404
12695.0,6,4,582.1,0,15.709597,-8.947911,-9.013054
12697.0,28,3,957.59,0,-2.4713206,-16.569075,5.7091837
12700.0,7,4,4939.99,0,14.575443,-5.744749,0.5246196
12701.0,79,2,797.71,0,-10.671239,-5.294355,10.6716795
12702.0,19,1,219.0,0,-10.425383,-16.357176,-15.201252
12703.0,70,1,283.55,0,-21.438013,-5.3928404,-4.1732116
12704.0,6,8,2340.84,0,18.19073,4.721542,9.822125
12705.0,14,9,6868.29,0,16.244625,3.8903642,2.8304365
12707.0,291,1,603.42,1,-1.1523134,13.837426,10.509257
12708.0,29,10,2712.91,0,12.370608,7.601701,6.1559296
12709.0,14,15,9736.52,3,14.327575,4.9198165,-3.0160058
12710.0,96,3,1149.02,0,-2.202315,-0.65426046,8.863744
12712.0,28,13,4396.13,0,12.94822,7.7754025,0.19188708
12713.0,0,1,848.55,0,-5.4448366,-22.234724,-7.139421
12714.0,8,5,4708.86,0,15.010255,-6.4061437,1.4273108
12715.0,105,1,353.86,0,-18.358267,4.2570896,5.018075
12716.0,3,2,1053.49,0,6.459692,-19.353697,-6.266576
12717.0,150,2,1030.98,1,-5.5831103,4.1950994,0.1812908
12718.0,70,1,238.25,0,-21.628448,-5.5500526,-4.2057557
12719.0,4,2,644.95,0,7.1826043,-19.571402,-8.215515
12720.0,2,25,5781.73,3,14.762359,5.4434185,-9.570303
12721.0,31,6,2656.13,0,13.912978,-4.271416,7.1146564
12722.0,84,4,997.63,0,1.4232681,-1.6343333,4.237507
12723.0,3,5,725.07,0,14.620238,-14.869043,4.3850875
12724.0,4,4,1031.41,0,16.48464,-8.969276,-6.9476633
12725.0,370,1,427.8,1,-13.896174,13.15127,21.517906
12726.0,27,7,2609.1,0,13.914941,0.1903291,9.040619
12727.0,10,7,3980.7,0,17.758217,0.36422592,6.2996264
12728.0,70,4,836.33,0,1.9616748,-3.1763127,2.1429772
12729.0,113,1,453.01,0,-17.070784,6.119546,3.7088463
12731.0,23,12,18895.91,3,15.751851,2.5913136,-3.0186913
12732.0,179,1,236.26000000000002,1,-4.255578,6.317992,-12.955447
12733.0,233,1,383.95,1,-3.302788,20.387114,-9.8062725
12734.0,352,1,110.39999999999999,1,-9.8882885,17.856785,26.927368
12735.0,314,2,779.5699999999999,1,3.5952623,18.10164,6.9387116
12736.0,332,1,234.0,1,7.4886537,22.047955,6.2117615
12738.0,371,1,155.35,1,-13.717294,13.108327,19.506504
12739.0,77,2,1013.04,0,-10.214175,-6.050687,10.445806
12740.0,63,1,427.6,0,-19.964386,-1.7681742,-7.475757
12743.0,133,2,546.43,0,-7.8271112,3.9083898,3.1661916
12744.0,51,7,21279.29,3,16.19511,1.9047912,-2.8907905
12747.0,1,11,4196.01,0,15.95983,9.299529,2.6947381
12748.0,0,209,33719.73,2,20.46942,2.2657702,-8.580812
12749.0,3,5,4090.88,0,15.199941,-6.9319415,1.3630657
12750.0,128,1,275.88,0,-15.194615,8.102323,-0.021033457
12752.0,80,1,4366.78,0,-1.7786511,-4.3853445,5.6194015
12753.0,22,6,21429.39,0,16.215425,1.8578118,-2.8617015
12754.0,235,3,3010.74,1,0.19649047,14.800505,-5.1931686
12755.0,280,2,3811.95,1,-3.276484,17.94241,2.8598857
12756.0,86,1,112.07999999999998,0,-20.605486,-2.073447,4.328783
12757.0,15,13,7857.1,3,14.70992,5.3541613,-1.4735578
12758.0,116,2,2791.59,0,-6.8509426,1.3984555,6.3407354
12759.0,51,3,1531.44,0,-1.1130193,-9.9698105,8.929707
12762.0,7,2,1898.52,0,4.882168,-17.704023,-5.0893817
12763.0,137,2,494.08,0,-7.5670443,4.100297,2.5119991
12764.0,316,1,1693.88,1,5.8339624,17.113152,8.924799
12766.0,3,7,6989.63,0,16.850006,0.76221037,3.2124338
12769.0,238,1,1143.6,1,-3.3937924,20.393843,-7.54708
12770.0,210,1,1351.45,1,1.440801,13.304042,-9.996601
12772.0,59,1,892.47,0,-17.058998,-0.5860456,-10.692293
12775.0,16,5,1386.04,0,11.565845,-11.352361,4.7603955
12778.0,19,6,822.23,0,15.765715,-6.8705306,10.005175
12779.0,37,8,3981.36,0,13.10489,2.6172245,6.8975434
12781.0,63,2,826.74,0,-10.487402,-9.933705,7.468604
12782.0,4,5,2330.92,0,15.460179,-10.601936,2.176498
12783.0,1,6,2225.91,0,19.467852,-5.511755,6.656841
12784.0,8,2,574.42,0,5.995155,-17.457315,-9.319734
12785.0,363,1,311.95,1,-11.025953,14.28018,24.95034
12787.0,9,3,463.66,0,2.849452,-22.676416,2.6311195
12789.0,64,1,91.85,0,-22.805067,-0.8352837,-7.5289874
12790.0,191,1,324.92,1,-0.03799845,8.196955,-13.953233
12791.0,373,1,192.60000000000002,1,-15.004344,13.26377,19.498987
12792.0,256,1,400.53999999999996,1,-8.273966,20.868176,-1.0708811
12793.0,334,2,545.48,1,5.291494,20.203922,5.892885
12794.0,52,2,860.41,0,-8.975459,-10.705855,2.9110584
12795.0,18,1,430.48,0,-9.171593,-16.507565,-13.667991
12797.0,365,1,254.03,1,-11.204503,13.4713125,23.990618
12798.0,9,3,6977.04,0,14.340109,-4.186729,0.64961034
12802.0,186,1,427.58,1,-1.7103647,7.3397784,-14.208463
12808.0,36,3,483.65000000000003,0,-1.9120252,-15.303326,9.092373
12809.0,177,1,489.31,1,-5.401091,6.524588,-13.136777
12811.0,260,3,514.85,1,0.06573845,16.797863,1.0096426
12812.0,44,1,229.64000000000001,0,-10.639078,-0.61497784,-17.364784
12814.0,101,1,125.92,0,-19.188536,3.13739,5.1319194
12815.0,147,2,1063.46,1,-5.8328066,4.1257544,0.58887655
12816.0,95,2,572.2,0,-10.134913,-0.9069169,9.950336
12817.0,280,1,166.04,1,-5.2264767,15.037384,8.88027
12818.0,261,1,1542.08,1,-6.2087293,19.150917,1.8441502
12820.0,2,4,942.34,0,16.902391,-9.23802,-7.2589574
12821.0,213,1,92.72,1,1.6000997,15.236909,-12.514528
12822.0,70,2,948.88,0,-10.458011,-8.183167,9.442184
12823.0,74,5,1759.5,0,5.5753593,-1.4950536,5.681209
12824.0,59,1,397.12,0,-19.124275,0.3076099,-10.264178
12826.0,2,7,1474.72,0,18.659925,-0.3626787,11.929502
12827.0,5,3,430.15000000000003,0,4.333389,-22.599276,2.1586483
12828.0,2,6,1018.71,0,19.275164,-7.44976,9.206293
12829.0,336,2,293.0,1,5.3745146,20.325714,5.860761
12830.0,37,6,6814.64,0,15.545881,1.575174,2.8621645
12831.0,261,1,215.05,1,-9.342875,20.27781,1.4703987
12832.0,31,2,383.03,0,-4.566637,-9.377166,-5.004002
12833.0,144,1,417.38,1,-12.410426,8.147553,-4.7676744
12834.0,282,1,312.38,1,-4.3405647,14.516865,9.142225
12836.0,58,4,2612.86,0,5.631774,-3.8850226,2.3595011
12837.0,172,1,134.1,1,-6.518976,6.3531647,-11.202633
12838.0,33,2,683.13,0,-4.304751,-10.0323105,-3.1816926
12839.0,2,14,5591.42,3,14.481771,8.064709,-2.1417487
12840.0,143,4,2726.77,0,-1.0625764,3.8879886,2.7797081
12841.0,4,25,4022.35,3,14.789834,5.735382,-9.760613
12842.0,69,2,1118.99,0,-10.028551,-8.4268465,9.122422
12843.0,65,8,1702.26,0,8.76838,2.9384735,6.8235993
12844.0,28,2,325.96000000000004,0,-3.4761772,-9.220545,-6.2772384
12845.0,266,4,354.09,1,0.3461699,16.900265,1.9974645
12847.0,21,1,871.54,0,-6.8955984,-14.787652,-13.922455
12849.0,30,2,1050.8899999999999,0,-2.0855157,-10.976593,-3.4258378
12851.0,96,1,135.18,0,-19.678886,1.5257499,5.2447042
12852.0,294,1,311.55,1,-0.28312817,14.340937,11.844939
12853.0,134,6,1957.1000000000001,0,2.1667259,4.4305496,4.2879176
12854.0,78,3,1324.5,0,-1.2942847,-4.3185296,9.433768
12855.0,372,1,38.1,1,-14.045361,13.155195,18.62153
12856.0,7,6,2179.93,0,18.510176,-5.703226,6.7791367
12857.0,210,2,1106.4,1,1.8431343,12.219003,-5.7577987
12863.0,51,1,521.2,0,-15.202838,0.42897743,-13.942459
12864.0,137,1,147.12,0,-13.957854,8.605166,-3.1113849
12865.0,25,2,1568.23,0,-0.7633642,-11.934666,-3.2972825
12866.0,282,1,559.12,1,-3.6800554,14.276523,8.702491
12867.0,25,7,4036.82,0,14.184359,0.671247,6.6447263
12868.0,185,6,1607.0600000000002,1,3.1751785,7.663688,1.0325518
12871.0,83,2,380.64,0,-11.596478,-4.009824,10.77053
12872.0,326,2,599.97,1,4.7619605,19.510517,6.295908
12873.0,281,1,374.0,1,-4.409424,14.577931,8.713707
